student_id;all_clicks;active_days;access_frequency;material_clicks;avg_quiz_score;quiz_attempts;avg_assignment_score;assignment_submissions;final_grade;total_time_spent;procrastination_index;late_submission_count;max_burnout_score;avg_burnout_score;spike_count;crash_count;decline_weeks;avg_instability;max_instability;burnout_weeks;total_weeks;burnout_week_ratio;burnout_risk
174487;434;42;10.33333333;52;92;5;58.33333333;6;65;868;-1.181818182;5;0;0;0;0;0;0;0;0;;0;0
1668372;273;17;16.05882353;31;0;0;61.33333333;3;30;546;-4.666666667;1;0;0;0;0;0;0;0;0;;0;0
2255601;2543;82;31.01219512;36;0;0;54.5;2;30;5086;-2;1;0.489771343;0.276157699;4;2;12;0.094248632;0.234059727;16;24;0.666666667;1
2701821;1838;108;17.77980725;32;99.18934722;5;71.23595312;6;65;3675;-0.555138889;5;0.421887844;0.180828257;0;0;2;0.069453372;0.108518625;2;5;0.4;1
262391;463;21;22.04761905;19;50;1;68;1;30;926;-3.5;2;0;0;0;0;0;0;0;0;;0;0
96538;182;12;15.16666667;18;34;2;40;1;40;364;-1.333333333;2;0;0;0;0;0;0;0;0;;0;0
550545;7872;199;39.55778894;611;75.63636364;11;81;5;65;15744;6.529411765;9;0;0;0;0;0;0;0;0;;0;0
621442;195;20;9.75;17;42;3;59.9;10;65;390;-4.5;9;0;0;0;0;0;0;0;0;;0;0
492371;984;103;9.553398058;66;88.25;4;72.5;6;65;1968;-0.090909091;4;0;0;0;0;0;0;0;0;;0;0
2659756;881;34;25.91176471;61;50;1;53;1;40;1762;2.5;1;0;0;0;0;0;0;0;0;;0;0
597319;184;20;9.2;26;38;1;59.5;4;30;368;-2.6;4;0;0;0;0;0;0;0;0;;0;0
2609768;41;2;20.5;6;0;0;0;0;30;82;0;0;0;0;0;0;0;0;0;0;;0;0
290382;158;12;13.16666667;11;50;1;93.5;4;85;316;0.8;1;0;0;0;0;0;0;0;0;;0;0
628053;1;1;1;0;0;0;0;0;40;2;0;0;0;0;0;0;0;0;0;0;;0;0
581328;40;12;3.333333333;7;0;0;0;0;30;80;0;0;0;0;0;0;0;0;0;0;;0;0
1851108;2820;89;31.68539326;121;98.25;4;94.5;4;85;5640;-2.375;5;0;0;0;0;0;0;0;0;;0;0
2249372;4180;165;25.33333333;245;64;5;75;6;65;8360;-2.272727273;6;0.424605729;0.233841366;1;1;1;0.081359034;0.129125329;3;5;0.6;1
2702137;1166;46;26.44822404;48;0;0;67.54485658;5;65;2331;-0.002659211;0;0.415848715;0.260011088;5;4;8;0.056961055;0.13187624;11;24;0.458333333;1
2391984;818;44;18.59090909;21;0;0;73;4;30;1636;-1.5;4;0.406626292;0.280164182;4;3;9;0.063911157;0.179220779;11;20;0.55;1
605901;296;18;16.44444444;36;100;6;81.83333333;6;30;592;13;3;0;0;0;0;0;0;0;0;;0;0
598028;531;28;18.96428571;12;44;1;75.6;5;65;1062;0.333333333;1;0;0;0;0;0;0;0;0;;0;0
549677;527;21;25.0952381;30;56;1;0;0;30;1054;-3;1;0;0;0;0;0;0;0;0;;0;0
2452902;662;32;20.6875;63;0;0;75;8;65;1324;9.444444444;1;0;0;0;0;0;0;0;0;;0;0
693213;456;17;26.82352941;17;0;0;87;5;85;912;-1.8;1;0;0;0;0;0;0;0;0;;0;0
2698614;5967;230;25.98672877;76;0;0;57.09134564;5;65;11934;-0.493312331;1;0.713313677;0.291412879;10;5;17;0.071990789;0.13823282;23;38;0.605263158;1
642902;1880;94;20;114;56.5;4;53.66666667;3;65;3760;-4.571428571;5;0;0;0;0;0;0;0;0;;0;0
2680770;251;25;10.04;30;80;1;62.66666667;3;30;502;-3.25;2;0.020568502;0.010284251;0;0;0;0.01991342;0.03982684;0;2;0;0
161781;195;19;10.26315789;28;44;1;77;3;40;390;-1.5;2;0;0;0;0;0;0;0;0;;0;0
556251;900;73;12.32876712;177;61.4;10;81.8;5;65;1800;-1.6;10;0;0;0;0;0;0;0;0;;0;0
2701263;2420;147;16.45485737;20;80;5;70.77374937;5;65;4840;-1.197144016;6;0.345257837;0.155626432;0;0;2;0.07276841;0.127218739;2;5;0.4;1
688519;2202;121;18.19834711;61;0;0;81;5;65;4404;2.2;0;0;0;0;0;0;0;0;0;;0;0
486516;412;21;19.61904762;17;0;0;59.2;5;40;824;-1.4;1;0;0;0;0;0;0;0;0;;0;0
478967;327;64;5.109375;28;88;5;48.66666667;6;40;654;52.45454545;2;0;0;0;0;0;0;0;0;;0;0
544587;554;31;17.87096774;42;0;0;73.5;4;40;1108;-3;2;0;0;0;0;0;0;0;0;;0;0
612656;539;54;9.981481481;33;100;5;81.5;6;85;1078;-1;5;0;0;0;0;0;0;0;0;;0;0
2700561;562;30;19.03390991;50;66.6891852;3;56.85493828;3;40;1124;-1.722656565;3;0.329046729;0.143830891;0;0;2;0.049928675;0.071585608;2;5;0.4;1
354170;945;82;11.52439024;18;0;0;58;5;40;1890;0;0;0.669625372;0.294177451;6;4;15;0.019351963;0.060606061;6;27;0.222222222;0
2702078;9061;225;40.38764139;93;87.85056492;3;87.60750658;5;65;18121;-3.405818361;4;0.426453095;0.206342434;1;0;1;0.114894463;0.203263994;2;5;0.4;1
2698966;1351;61;22.27868071;29;95.63428431;5;84.92317388;6;65;2702;-2.487619058;6;0.514924839;0.234024414;2;1;0;0.047931146;0.076234348;2;5;0.4;1
610870;337;42;8.023809524;18;0;0;43.33333333;6;65;674;1.571428571;4;0;0;0;0;0;0;0;0;;0;0
605759;170;17;10;4;0;0;46.75;12;65;340;4.916666667;1;0;0;0;0;0;0;0;0;;0;0
2698974;3110;136;22.83417245;146;0;0;75.56170648;5;65;6220;6.731470366;0;0.690100375;0.31605786;8;5;19;0.073212305;0.161839141;19;36;0.527777778;1
694212;709;29;24.44827586;55;83;3;86;1;30;1418;-5.25;4;0;0;0;0;0;0;0;0;;0;0
590886;233;50;4.66;25;0;0;68.14285714;7;65;466;-0.714285714;1;0;0;0;0;0;0;0;0;;0;0
558250;2764;70;39.48571429;34;96;5;68.16666667;6;65;5528;-1.363636364;5;0.330398281;0.144006179;0;0;2;0.050268086;0.085714286;1;5;0.2;0
606127;351;14;25.07142857;12;0;0;81.66666667;3;30;702;2;0;0;0;0;0;0;0;0;0;;0;0
2692101;339;13;26.07692308;91;37;1;59.75;4;40;678;-1.8;3;0;0;0;0;0;0;0;0;;0;0
2699452;7424;250;29.6422527;254;0;0;86.66821803;5;65;14847;-3.663511532;2;0.737965486;0.316774194;11;3;19;0.119468543;0.443880142;24;39;0.615384615;1
2702656;2734;183;15.00217641;126;31.21248237;2;72.18213757;5;40;5468;-0.675594857;2;0.606120645;0.246251012;5;2;14;0.05796841;0.115600981;10;26;0.384615385;1
2006283;214;16;13.375;8;92;5;79.33333333;6;65;428;-0.272727273;5;0;0;0;0;0;0;0;0;;0;0
2698613;1197;67;17.7778969;39;81.63243065;2;66.46936922;4;30;2394;8.717042186;3;0.384458001;0.193165792;1;1;1;0.068197283;0.109013127;3;5;0.6;1
556605;257;16;16.0625;15;100;4;69.2;5;65;514;-5.111111111;7;0.011178534;0.005589267;0;0;0;0.010822511;0.021645022;0;2;0;0
555674;1024;105;9.752380952;32;100;5;83.5;6;85;2048;-0.909090909;5;0.681302386;0.264475608;1;1;2;0.026390477;0.035422085;1;5;0.2;0
630549;226;23;9.826086957;23;75;4;56.6;5;40;452;-3.8;6;0;0;0;0;0;0;0;0;;0;0
2700370;1743;105;16.63527165;69;58.00534275;3;67.40791037;5;65;3486;-1.516622144;4;0.699641112;0.274547218;3;2;7;0.042122848;0.079549529;8;15;0.533333333;1
603287;182;18;10.11111111;11;92;5;67.5;6;65;364;0.090909091;6;0;0;0;0;0;0;0;0;;0;0
2702338;4386;218;20.16600024;51;79.85463665;5;82.90287028;6;65;8773;0.33100826;5;0.348600946;0.151130766;0;0;3;0.046942163;0.072310641;3;6;0.5;1
2701451;515;19;28.05489106;35;98.46662945;2;69.67084962;2;40;1030;-3.567598279;3;0.325880836;0.144483034;0;0;2;0.051191422;0.080952623;2;5;0.4;1
606143;406;34;11.94117647;6;0;0;66;2;40;812;0;0;0.674374652;0.324431163;3;3;8;0.026156032;0.054908433;5;14;0.357142857;1
654915;4063;98;41.45918367;52;90.25;4;91.25;4;85;8126;-1.25;4;0;0;0;0;0;0;0;0;;0;0
2188469;74;11;6.727272727;6;0;0;80;2;40;148;-4.5;2;0;0;0;0;0;0;0;0;;0;0
575089;148;15;9.866666667;32;90;2;49.33333333;3;40;296;-2.6;3;0;0;0;0;0;0;0;0;;0;0
2595457;184;11;16.72727273;15;0;0;52;6;40;368;-0.666666667;1;0;0;0;0;0;0;0;0;;0;0
557742;2737;224;12.21875;363;76.66666667;6;87;5;65;5474;-0.083333333;6;0;0;0;0;0;0;0;0;;0;0
558153;482;33;14.60606061;65;58.75;4;77;3;40;964;-0.857142857;4;0;0;0;0;0;0;0;0;;0;0
2646737;208;22;9.454545455;16;0;0;57.57142857;7;30;416;2;2;0;0;0;0;0;0;0;0;;0;0
525520;970;56;17.32142857;96;72;5;76;5;40;1940;-3.4;7;0.329003237;0.143688032;0;0;2;0.049652056;0.075324675;2;5;0.4;1
2701393;2136;110;19.42530506;118;0;0;75.69188806;5;65;4272;-8.543979647;4;0.42791108;0.23193986;6;1;17;0.057460914;0.124945947;13;36;0.361111111;1
627184;883;55;16.05454545;108;77;2;54.875;8;40;1766;0.181818182;3;0;0;0;0;0;0;0;0;;0;0
260623;1178;86;13.69767442;47;0;0;70.2;5;65;2356;-2.6;2;0.606384612;0.255019275;5;2;13;0.043244991;0.116883117;11;26;0.423076923;1
585611;680;36;18.88888889;27;84;5;73.33333333;6;65;1360;-0.454545455;5;0;0;0;0;0;0;0;0;;0;0
653870;1151;28;41.10714286;33;0;0;55;5;65;2302;2.8;0;0;0;0;0;0;0;0;0;;0;0
2702409;948;63;15.17200124;99;85.37421453;5;69.31289273;5;65;1897;-1.31027898;5;0.393975903;0.163702961;1;1;0;0.064524485;0.098483488;2;5;0.4;1
404356;2076;99;20.96969697;23;0;0;74;5;65;4152;-1.2;3;0.703611622;0.25631359;6;4;15;0.046084176;0.148051948;10;33;0.303030303;1
2698651;5009;211;23.86372756;106;0;0;75.65900652;5;65;10018;0.526228162;0;0.705003298;0.286437118;6;4;23;0.048453582;0.132222513;14;38;0.368421053;1
551938;434;32;13.5625;29;80;5;76.33333333;6;65;868;-1.909090909;6;0.326085154;0.10013886;0;0;1;0.051041975;0.073593074;1;4;0.25;0
571223;1352;82;16.48780488;38;80;5;75.2;5;65;2704;-1.8;6;0;0;0;0;0;0;0;0;;0;0
693230;282;16;17.625;33;0;0;54.8;5;65;564;7.6;1;0;0;0;0;0;0;0;0;;0;0
604916;734;55;13.34545455;86;96;5;72.5;4;65;1468;-2.888888889;7;0;0;0;0;0;0;0;0;;0;0
698198;470;18;26.11111111;56;0;0;77.66666667;3;40;940;-3;2;0;0;0;0;0;0;0;0;;0;0
606586;30;9;3.333333333;4;0;0;81.4;5;65;60;2.8;0;0;0;0;0;0;0;0;0;;0;0
621394;159;17;9.352941176;24;96;5;66.83333333;6;65;318;-1.090909091;5;0;0;0;0;0;0;0;0;;0;0
2702670;6629;207;32.03258252;232;44.16370423;3;73.80975604;6;40;13259;0.980487812;4;0.559480824;0.21120189;5;2;9;0.073492162;0.126515347;14;22;0.636363636;1
436058;849;33;25.72727273;53;62.33333333;3;61.66666667;3;65;1698;-5.666666667;5;0;0;0;0;0;0;0;0;;0;0
572396;2053;71;28.91549296;96;87.25;4;87;8;65;4106;4.583333333;4;0;0;0;0;0;0;0;0;;0;0
268915;492;32;15.375;54;0;0;62;1;30;984;-1;1;0;0;0;0;0;0;0;0;;0;0
629725;327;21;15.57142857;20;0;0;76.6;5;65;654;1;1;0;0;0;0;0;0;0;0;;0;0
2210989;183;17;10.76470588;15;0;0;82.83333333;6;85;366;2.285714286;0;0;0;0;0;0;0;0;0;;0;0
2555596;2605;136;19.15441176;171;30;1;86.875;8;30;5210;-0.9;4;0;0;0;0;0;0;0;0;;0;0
588710;142;9;15.77777778;11;20;1;80.5;4;65;284;0.2;2;0;0;0;0;0;0;0;0;;0;0
628347;184;17;10.82352941;16;0;0;74;6;65;368;2.285714286;0;0;0;0;0;0;0;0;0;;0;0
491926;3687;197;18.71573604;361;67;1;78.66666667;6;65;7374;3.375;1;0;0;0;0;0;0;0;0;;0;0
2702482;1156;64;18.07326348;86;90.05399194;6;57.14547829;6;40;2311;-1.49877291;6;0.352907941;0.157757345;1;0;1;0.076894501;0.111907932;2;5;0.4;1
591299;916;88;10.40909091;138;88;5;80.16666667;6;85;1832;-3;7;0;0;0;0;0;0;0;0;;0;0
2702261;729;75;9.765850893;24;90.56279749;4;69.26374706;4;40;1457;-4.115622746;6;0.42816861;0.231139847;1;1;1;0.076128076;0.136635368;3;5;0.6;1
534709;649;44;14.75;35;80;4;51;5;65;1298;-8.888888889;7;0.319016883;0.133535431;0;0;2;0.02999355;0.046284595;0;5;0;0
2699962;1390;108;13.09462615;40;93.05632819;5;69.67544611;6;65;2779;-0.581299755;6;0.406005939;0.174759949;1;1;1;0.088790458;0.137786342;2;5;0.4;1
580642;1602;97;16.51546392;156;0;0;59.83333333;6;65;3204;1.714285714;3;0;0;0;0;0;0;0;0;;0;0
2703060;6535;231;28.33824908;207;0;0;78.90168292;5;65;13070;-0.95405963;1;0.713662908;0.298494103;9;5;19;0.076242908;0.170526604;24;39;0.615384615;1
2702683;4778;160;29.87751374;180;4.541001356;0;79.35529048;5;65;9556;-3.740714705;2;0.777464475;0.323491626;11;6;15;0.10170211;0.25884537;24;35;0.685714286;1
590184;71;5;14.2;5;0;0;0;0;40;142;0;0;0;0;0;0;0;0;0;0;;0;0
464981;1703;97;17.55670103;73;94.36363636;11;95.66666667;9;85;3406;38.25;5;0;0;0;0;0;0;0;0;;0;0
2703022;1749;96;18.34847875;31;0;0;72.72006255;5;65;3497;-2.644266496;2;0.704235983;0.269249665;6;4;14;0.048769295;0.091890302;15;29;0.517241379;1
2557563;608;31;19.61290323;10;66;4;76.25;4;65;1216;-4;6;0;0;0;0;0;0;0;0;;0;0
2703132;2411;131;18.46528337;34;0;0;68.22003757;5;65;4822;-4.535590271;3;0.683203196;0.291672682;8;4;19;0.055244727;0.14715049;15;35;0.428571429;1
2702040;725;79;10.67184116;33;67.90603935;5;57.10598489;6;65;1451;-2.362072828;6;0.396710715;0.203048843;1;1;1;0.034529023;0.061794473;3;5;0.6;1
607196;349;26;13.42307692;18;0;0;56.6;5;65;698;3.166666667;0;0;0;0;0;0;0;0;0;;0;0
2699911;1159;65;17.96796925;84;86.85972088;6;57.80251577;6;40;2318;1.66121431;6;0.352535103;0.157235967;1;0;1;0.075884956;0.112601819;2;5;0.4;1
487681;970;94;10.31914894;39;90;4;71.8;5;65;1940;-4.111111111;8;0;0;0;0;0;0;0;0;;0;0
2573353;433;56;7.732142857;15;90;2;42.33333333;3;40;866;-0.8;2;0;0;0;0;0;0;0;0;;0;0
2702249;1152;57;20.0912773;47;0;0;74.43094045;5;65;2305;-0.405650688;0;0.604673208;0.296940299;5;3;16;0.041543594;0.092212632;10;25;0.4;1
628947;183;9;20.33333333;7;0;0;0;0;30;366;0;0;0;0;0;0;0;0;0;0;;0;0
2658898;852;71;12;49;0;0;82.83333333;6;65;1704;4.428571429;1;0;0;0;0;0;0;0;0;;0;0
536536;860;67;12.8358209;88;59.77777778;9;44.16666667;6;30;1720;-3;10;0;0;0;0;0;0;0;0;;0;0
2700849;5159;209;24.73444275;61;0;0;74.81676132;5;65;10318;-2.091873908;2;0.58167045;0.30973123;9;5;18;0.09299722;0.333475936;23;37;0.621621622;1
601270;153;5;30.6;25;0;0;0;0;30;306;0;0;0;0;0;0;0;0;0;0;;0;0
630597;23;4;5.75;2;0;0;69.2;5;65;46;1.6;0;0;0;0;0;0;0;0;0;;0;0
628157;1702;94;18.10638298;87;90.18181818;11;88.55555556;9;65;3404;19.6;4;0;0;0;0;0;0;0;0;;0;0
